Image and Tag Name,Number of unique CVEs,Low CVEs,Medium CVEs,High CVEs,Critical CVEs,Unassigned CVEs,Differing CVEs,Number of Pulls,Number of Repo Stars,Category,SubCategories,Size
bitnami/mysql:8.0.37-debian-12-r3,62,42,0,1,1,0,18,198166177,112,verified,databases-and-storage/integration-and-delivery/security,239464229
bitnami/nginx:1.27,59,39,0,1,1,0,18,403860923,188,verified,api-management/security/web-servers,67059154
balena/aarch64-supervisor:v12.11.0,233,9,54,60,18,92,0,298429942,3,verified,,25992786
netdata/netdata:v1,135,73,3,1,1,4,53,467165995,535,verified,monitoring-and-observability/security,190844340
newrelic/k8s-events-forwarder:1.52.3,16,6,7,1,0,1,1,61823392,2,verified,,25468637
newrelic/k8s-events-forwarder:build-arm64,16,6,7,1,0,1,1,61823392,2,verified,,24034678
bitnami/elasticsearch:7.17.21-debian-12-r4,869,109,670,54,1,8,27,105963086,77,verified,databases-and-storage/security/web-analytics,445215863
cimg/node:20.14.0-browsers,858,139,554,75,5,69,16,343795109,20,verified,languages-and-frameworks/integration-and-delivery/operating-systems,669960580
bitnami/redis-sentinel:6.2.14-debian-12-r18,51,33,0,1,2,0,15,173614702,50,verified,databases-and-storage/message-queues/monitoring-and-observability,47712529
atlassian/pipelines-agent:ddev-stable,450,74,107,149,33,18,69,106939258,4,verified,,112999558
cimg/redis:7.0.15,832,116,552,75,9,71,9,51786331,2,verified,databases-and-storage/integration-and-delivery,483395880
atlassian/default-image:4,783,149,507,87,9,22,9,66274502,82,verified,,405381215
cimg/base:current-22.04,587,89,364,56,5,65,8,206155807,14,verified,,432820221
rancher/calico-cni:v3.27.3-rancher1-linux-arm64,66,4,16,35,5,0,6,56964849,2,verified,,83043915
amazon/aws-node-termination-handler:v1.12.1-linux-arm64,130,6,41,66,7,3,7,157216923,10,verified,integration-and-delivery/monitoring-and-observability/networking,9318644
bitnami/apache:2.4,75,45,3,4,1,1,21,70305598,93,verified,,73282470
bitnami/mariadb:11.3,56,36,0,1,1,0,18,813828490,192,verified,databases-and-storage/security,131357843
cimg/go:1.22.4,689,97,454,57,5,68,8,59190280,11,verified,languages-and-frameworks/integration-and-delivery/security,530858453
rancher/klipper-helm:v0.8.4-build20240523,130,3,59,49,3,16,0,72854955,2,verified,,94407034
mirantis/ucp-agent:3.7.7,25,7,8,0,0,3,7,257915768,0,verified,,25414718
amazon/aws-for-fluent-bit:init-debug-2.32.2.20240516,34,5,12,7,0,4,6,1909869714,28,verified,integration-and-delivery/monitoring-and-observability/networking,497827565
jetbrains/teamcity-server:2023.05.6,557,44,122,155,63,151,22,68841945,593,verified,integration-and-delivery,2409312246
nginxinc/nginx-unprivileged:mainline-bookworm-perl,103,56,0,1,1,0,45,1108217140,152,verified,integration-and-delivery/security/web-servers,82589766
bitnami/mongodb-exporter:0-debian-12,56,33,5,1,1,0,16,69459681,12,verified,databases-and-storage/monitoring-and-observability,51479164
bitnami/oauth2-proxy:7.6.0-debian-12-r13,57,34,5,1,1,0,16,93516558,43,verified,integration-and-delivery/networking/security,53666625
newrelic/newrelic-fluentbit-output:2.0.0,60,27,5,5,2,0,21,1025229102,3,verified,,2127815745
amazon/aws-cli:amd64,7,1,1,1,0,4,0,761301862,285,verified,developer-tools,125760718
bitnami/redis-sentinel:6.2-debian-12,51,33,0,1,2,0,15,173614702,50,verified,databases-and-storage/message-queues/monitoring-and-observability,47712529
circleci/openjdk:11-buster-node-browsers-legacy,2466,438,1285,469,44,73,157,61430343,11,verified,,1633186399
rancher/shell:v0.1.25,51,3,18,8,2,12,8,123849781,0,verified,,129371740
rancher/metrics-server:v0.4.1-s390x,158,8,44,72,9,17,8,179298217,6,verified,,25095723
portainer/portainer-ce:sts,19,3,6,4,0,0,6,1114967683,2277,verified,integration-and-delivery/monitoring-and-observability/networking,92890056
grafana/agent:main-407d815,25,11,7,3,1,1,2,376133531,22,verified,,233407043
bitnami/mongodb-exporter:0.40.0-debian-12-r28,58,33,6,1,2,0,16,69459681,12,verified,databases-and-storage/monitoring-and-observability,7967
rancher/coredns-coredns:1.7.1-arm,155,11,43,73,7,13,8,82582638,4,verified,,11894040
newrelic/nri-kubernetes:3.28.6,27,7,7,1,0,4,8,1697413705,2,verified,,58216193
opensearchproject/opensearch:1,19,3,7,1,0,7,1,73185584,109,verified,databases-and-storage/machine-learning-and-ai/monitoring-and-observability,516481241
bitnami/fluentd:1-debian-12,841,100,659,52,1,9,20,58577451,11,verified,integration-and-delivery/monitoring-and-observability/security,102648527
camunda/camunda-bpm-platform:7.22.0-SNAPSHOT,83,19,38,10,0,6,10,64587194,136,verified,integration-and-delivery/monitoring-and-observability/security,152786162
hashicorp/tfc-agent:1.15,212,68,120,14,0,9,1,107422263,10,verified,integration-and-delivery/networking/security,237728294
rancher/rancher:v2.9-b456233ab32b27b221d14244df7b0223eacfe078-linux-arm64,183,14,69,70,7,16,7,283166464,421,verified,integration-and-delivery/monitoring-and-observability/security,806946179
grafana/mimir:r291-88cb58f,13,4,7,0,0,1,1,182536995,11,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,28621120
cimg/go:1.22.4-node,689,97,454,57,5,68,8,59190280,11,verified,languages-and-frameworks/integration-and-delivery/security,580122705
nginx/nginx-prometheus-exporter:1.2,2,2,0,0,0,0,0,75594111,41,verified,integration-and-delivery/monitoring-and-observability/web-servers,4221269
rancher/rancher:v2.9-b456233ab32b27b221d14244df7b0223eacfe078-linux-amd64,208,12,68,70,7,40,11,283166464,421,verified,integration-and-delivery/monitoring-and-observability/security,829442816
amazon/aws-for-fluent-bit:init-latest,30,4,11,5,0,4,6,1909869714,28,verified,integration-and-delivery/monitoring-and-observability/networking,144307529
rancher/mirrored-calico-node:v3.28.0-s390x,10,3,5,0,0,1,1,57918850,0,verified,,105016448
bitnami/minideb:buster,80,50,1,3,1,1,24,257562854,156,verified,integration-and-delivery/internet-of-things/operating-systems,26930840
google/cloud-sdk:479.0.0,854,241,463,53,3,16,78,354031402,428,verified,data-science/databases-and-storage/integration-and-delivery,1186695370
bitnami/redis:7.2.5-debian-12-r1,51,33,0,1,2,0,15,3208809198,281,verified,databases-and-storage/message-queues/monitoring-and-observability,7967
newrelic/newrelic-fluentbit-output:1.19.2,68,27,6,6,3,0,26,1025229102,3,verified,,450511241
rancher/server:v1.6.28,1895,433,1121,158,45,102,36,72644401,609,verified,integration-and-delivery/monitoring-and-observability/networking,404950204
hashicorp/terraform:1.9.0-alpha20240516,25,5,8,0,0,9,3,432873555,475,verified,developer-tools,35710526
kong/kubernetes-ingress-controller:3.0,3,3,0,0,0,0,0,368520263,10,verified,,15520667
bitnami/mongodb-exporter:0,56,33,5,1,1,0,16,69459681,12,verified,databases-and-storage/monitoring-and-observability,51479164
dynatrace/dynatrace-operator:v1.1.1,45,16,14,2,1,1,11,987586104,2,verified,integration-and-delivery/monitoring-and-observability/networking,57893517
circleci/node:12-bullseye-browsers-legacy,2608,332,1519,487,44,45,181,485900792,132,verified,,1114560148
cimg/base:current,587,89,364,56,5,65,8,206155807,14,verified,,432820221
grafana/mimir:r290-223729f,13,4,7,0,0,1,1,182536995,11,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,28583112
hashicorp/consul-enterprise:1.18.2-ent-ubi,82,38,29,3,0,4,8,70663520,4,verified,monitoring-and-observability/networking/security,123619526
cimg/postgres:16.3,623,107,369,66,5,67,9,154610334,2,verified,databases-and-storage/integration-and-delivery/security,560959982
bitnami/fluentd:1.17.0,841,100,659,52,1,9,20,58577451,11,verified,integration-and-delivery/monitoring-and-observability/security,102648527
amazon/aws-for-fluent-bit:debug-latest,34,11,12,7,0,4,0,1909869714,28,verified,integration-and-delivery/monitoring-and-observability/networking,491551490
grafana/grafana:11.0.0-ubuntu,36,21,14,1,0,0,0,4633511576,3069,verified,internet-of-things/monitoring-and-observability/security,143493227
circleci/mysql:5.7.37-oracle-ram,610,14,47,116,9,409,15,277364343,30,verified,,120942936
rancher/local-path-provisioner:master-head,20,3,8,2,0,0,7,130522931,2,verified,,17837613
cimg/redis:7.2.4,832,116,552,75,9,71,9,51786331,2,verified,databases-and-storage/integration-and-delivery,518052347
cimg/node:lts-browsers,858,139,554,75,5,69,16,343795109,20,verified,languages-and-frameworks/integration-and-delivery/operating-systems,669960580
amazon/aws-efs-csi-driver:master,33,7,6,8,1,5,6,922676599,4,verified,,80004635
rancher/fleet-agent:v0.9.5,24,12,5,1,0,6,0,142084118,4,verified,integration-and-delivery/networking/security,107523063
amazon/aws-xray-daemon:3.3.10,142,22,76,35,0,1,8,1180111609,34,verified,monitoring-and-observability,56277302
rancher/server:v1.6.29,1895,433,1121,158,45,102,36,72644401,609,verified,integration-and-delivery/monitoring-and-observability/networking,404910531
kong/kong-gateway:3.7.0.0-20240528-rhel-fips,1730,408,942,35,0,4,341,803037512,42,verified,,410999805
hashicorp/http-echo:1.0.0,16,3,2,5,0,0,6,75875987,70,verified,monitoring-and-observability/networking/web-servers,4625474
hashicorp/consul-enterprise:1.18-ent,16,7,7,0,0,1,1,70663520,4,verified,monitoring-and-observability/networking/security,87210592
circleci/mysql:8-oracle-ram,415,30,170,111,7,78,19,277364343,30,verified,,131248433
bitnami/postgresql:13.15.0-debian-12-r8,69,45,1,1,1,0,21,3672892478,271,verified,databases-and-storage/integration-and-delivery/security,108117553
bitnami/rabbitmq:3.12.14-debian-12-r2,63,39,0,1,1,0,22,633654655,118,verified,integration-and-delivery/message-queues/security,116943890
grafana/loki:main,18,5,9,0,0,1,3,1824555956,245,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,26910523
atlassian/default-image:4-linux-arm64,849,166,543,101,10,23,6,66274502,82,verified,,386823319
dynatrace/oneagent:1.88.1000,91,51,25,3,1,0,11,918740160,26,verified,integration-and-delivery/monitoring-and-observability/security,49786078
newrelic/infrastructure:build-arm,30,8,13,1,0,6,2,92932905,25,verified,,65104993
rancher/fleet-agent:v0.8.5-linux-amd64,27,10,6,4,1,6,0,142084118,4,verified,integration-and-delivery/networking/security,2161350997
jetbrains/teamcity-server:2022.04.7-linux,591,45,137,160,63,161,25,68841945,593,verified,integration-and-delivery,2371551188
bitnami/nginx:1.25.5,63,39,4,1,1,0,18,403860923,188,verified,api-management/security/web-servers,7967
bitnami/node-exporter:1,50,33,0,1,1,0,15,75320565,20,verified,integration-and-delivery/monitoring-and-observability/security,51181290
atlassian/pipelines-dvcstools:ddev-stable,327,4,34,55,21,213,0,105652966,1,verified,,28470227
rancher/local-path-provisioner:master-head-arm64,20,3,8,2,0,0,7,130522931,2,verified,,17125095
portainer/portainer:linux-ppc64le-2.0.1,207,16,71,93,9,11,7,2927413264,2520,verified,,25476818
newrelic/k8s-metadata-injection:1.27.1,16,4,4,0,0,1,7,538865107,4,verified,,24772145
newrelic/infrastructure-k8s:2.13.15-pre-unprivileged,65,9,26,12,0,9,9,658161351,15,verified,,223151666
circleci/ruby:2.6-node-browsers-legacy,2640,334,1526,505,40,46,189,366173496,78,verified,,1145946567
bitnami/kube-state-metrics:2.12.0,52,33,1,1,1,0,16,54641815,19,verified,monitoring-and-observability,58419369
rancher/agent:v1.2.9,1013,384,509,27,0,93,0,105333591,87,verified,integration-and-delivery/monitoring-and-observability/networking,88254223
newrelic/nri-ecs:1.11.5,38,8,14,1,0,7,8,253877798,2,verified,,195839741
grafana/fluent-bit-plugin-loki:main-5a357ea-arm64,85,26,26,18,4,0,11,155876620,7,verified,,42293088
docker/compose:debian-1.29.1,220,54,28,46,5,56,31,62002731,191,verified,,52208058
hashicorp/vault-k8s:1.3.1,30,4,14,3,0,1,8,56983377,18,verified,integration-and-delivery/security,28967606
atlassian/pipelines-docker-daemon:ddev-stable,315,19,96,101,15,77,7,87641738,5,verified,integration-and-delivery/operating-systems/security,88982021
rancher/pause:3.5,0,0,0,0,0,0,0,536854258,7,verified,,296535
cimg/postgres:14.12-postgis,773,131,495,66,5,67,9,154610334,2,verified,databases-and-storage/integration-and-delivery/security,899474596
portainer/portainer:linux-arm-2.0.1,211,16,71,94,9,14,7,2927413264,2520,verified,,52012017
bitnami/mariadb:11.3.2-debian-12-r6,56,36,0,1,1,0,18,813828490,192,verified,databases-and-storage/security,131357843
newrelic/nri-kube-events:2.9.5,13,4,5,0,0,1,3,1701778886,2,verified,,32337053
amazon/aws-for-fluent-bit:stable,30,10,11,5,0,4,0,1909869714,28,verified,integration-and-delivery/monitoring-and-observability/networking,138031265
rancher/calico-cni:v3.27.3-rancher1-linux-amd64,66,4,16,35,5,0,6,56964849,2,verified,,90559263
cimg/node:lts,772,108,517,66,5,67,9,343795109,20,verified,languages-and-frameworks/integration-and-delivery/operating-systems,485337752
dynatrace/dynatrace-operator:v1.1.0,46,16,14,2,1,1,12,987586104,2,verified,integration-and-delivery/monitoring-and-observability/networking,491296
docker/aci-hostnames-sidecar:0.1-test,84,1,23,43,3,14,0,981905330,2,verified,integration-and-delivery/networking,596382
bitnami/node-exporter:1-debian-12,50,33,0,1,1,0,15,75320565,20,verified,integration-and-delivery/monitoring-and-observability/security,51181290
newrelic/infrastructure-k8s:2.13.15-unprivileged,65,9,26,12,0,9,9,658161351,15,verified,,223151681
bitnami/elasticsearch:7,863,107,667,54,1,8,26,105963086,77,verified,databases-and-storage/security/web-analytics,445215863
kong/kubernetes-ingress-controller:3.0.3,3,3,0,0,0,0,0,368520263,10,verified,,15520667
hashicorp/consul-enterprise:1.18.2-ent,16,7,7,0,0,1,1,70663520,4,verified,monitoring-and-observability/networking/security,87210592
bitnami/postgresql:13,69,45,1,1,1,0,21,3672892478,271,verified,databases-and-storage/integration-and-delivery/security,108117553
bitnami/metrics-server:0.7.1,53,33,2,1,1,0,16,142989759,26,verified,integration-and-delivery/monitoring-and-observability,63057270
newrelic/infrastructure:build-amd64,30,8,13,1,0,6,2,92932905,25,verified,,68974011
rancher/hyperkube:v1.29.3-rancher1,119,38,56,15,0,9,1,64136660,22,verified,,460351238
cimg/python:3.12.3-browsers,910,145,587,79,5,70,24,169285058,15,verified,languages-and-frameworks/integration-and-delivery/security,1229487439
bitnami/minideb:bookworm,41,30,0,1,1,0,9,257562854,156,verified,integration-and-delivery/internet-of-things/operating-systems,40258397
rancher/shell:v0.2.1-rc.3,33,2,11,4,2,6,8,123849781,0,verified,,134560588
hashicorp/tfc-agent:1.15.0,79,23,38,3,0,9,6,107422263,10,verified,integration-and-delivery/networking/security,153756633
cimg/ruby:3.3.2-node,884,157,580,66,5,67,9,169466204,10,verified,languages-and-frameworks/integration-and-delivery/security,883360339
atlassian/confluence-server:8.6.2-ubuntu-jdk17,131,26,58,27,6,3,11,70237975,591,verified,,1116200109
circleci/docker-gc:2.0.1727-02899f7,2,2,0,0,0,0,0,64984966,6,verified,,3938618
circleci/openjdk:11.0.13-buster-node-browsers-legacy,2466,438,1285,469,44,73,157,61430343,11,verified,,1633186399
newrelic/infrastructure:build-arm64,30,8,13,1,0,6,2,92932905,25,verified,,65606630
docker/ucp-interlock-proxy:3.1.14,128,2,24,32,9,61,0,152083193,2,verified,,15016980
amazon/cloudwatch-agent:1.300040.0b650-arm64,13,3,3,7,0,0,0,1384956232,33,verified,monitoring-and-observability/networking/security,86108819
rancher/rancher-agent:v2.9-b456233ab32b27b221d14244df7b0223eacfe078-linux-amd64,106,8,25,45,6,16,6,3197776140,53,verified,,534211324
bitnami/postgres-exporter:0.15.0-debian-12-r33,56,33,5,1,1,0,16,67137140,13,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,50243991
portainer/portainer:linux-arm64-2.0.1,211,16,71,93,9,15,7,2927413264,2520,verified,,37307071
bitnami/redis:7.0-debian-12,51,33,0,1,2,0,15,3208809198,281,verified,databases-and-storage/message-queues/monitoring-and-observability,49237148
rancher/calico-cni:v3.27.3-rancher1,66,4,16,35,5,0,6,56964849,2,verified,,90559263
rancher/coredns-coredns:1.8.3,142,11,39,65,7,12,8,82582638,4,verified,,12888690
bitnami/node-exporter:1.8.1-debian-12-r1,50,33,0,1,1,0,15,75320565,20,verified,integration-and-delivery/monitoring-and-observability/security,51181290
cimg/openjdk:17.0.11,794,110,528,71,5,70,10,63153083,8,verified,languages-and-frameworks/integration-and-delivery/security,990638065
kong/kubernetes-ingress-controller:2.12,3,3,0,0,0,0,0,368520263,10,verified,,15523463
grafana/agent:main-1a6ef52,29,11,11,3,1,1,2,376133531,22,verified,,218537943
docker/compose:alpine-1.29.2,133,2,34,60,9,28,0,62002731,191,verified,,29257860
rancher/mirrored-metrics-server:v0.7.1-s390x,6,3,2,0,0,0,1,66541806,2,verified,,19059701
bitnami/elasticsearch:7.17.21,869,109,670,54,1,8,27,105963086,77,verified,databases-and-storage/security/web-analytics,445215863
bitnami/external-dns:0-debian-12,58,34,5,2,1,1,15,1048862654,19,verified,integration-and-delivery/monitoring-and-observability/networking,72731845
rancher/nginx-ingress-controller:nginx-1.9.6-hardened2,62,12,11,21,0,17,1,83682458,13,verified,,325022145
bitnami/external-dns:0,58,34,5,2,1,1,15,1048862654,19,verified,integration-and-delivery/monitoring-and-observability/networking,72731845
bitnami/sealed-secrets-controller:0,0,0,0,0,0,0,0,2911312668,8,verified,integration-and-delivery/security,12445970
rancher/rke-tools:v0.1.98,102,4,36,23,5,26,8,87666758,12,verified,,134828701
hashicorp/vault:1.17.0-rc1,31,6,18,4,0,1,2,106481235,143,verified,api-management/security,146065537
grafana/promtail:main,61,36,5,1,1,1,17,1952268710,161,verified,,62079455
bitnami/postgresql:14.12.0-debian-12-r13,69,45,1,1,1,0,21,3672892478,271,verified,databases-and-storage/integration-and-delivery/security,7967
circleci/ruby:2.6-bullseye-node-browsers-legacy,2640,334,1526,505,40,46,189,366173496,78,verified,,1145946567
netdata/netdata:edge,132,73,0,1,1,4,53,467165995,535,verified,monitoring-and-observability/security,175427209
rancher/pause:3.2,0,0,0,0,0,0,0,536854258,7,verified,,104152309
jetbrains/teamcity-server:2022.10.6,578,42,133,160,63,157,23,68841945,593,verified,integration-and-delivery,2409312246
hashicorp/vault:1.16.1,39,7,25,4,0,1,2,106481235,143,verified,api-management/security,148816504
bitnami/rabbitmq:3.12.14,63,39,0,1,1,0,22,633654655,118,verified,integration-and-delivery/message-queues/security,116943890
bitnami/kubectl:1.27.14-debian-12-r2,85,50,0,3,2,0,30,3794918928,114,verified,developer-tools,105801161
nginx/nginx-ingress:nightly-alpine,18,3,8,1,0,6,0,1022141035,92,verified,,53404441
rancher/local-path-provisioner:master-head-arm,20,3,8,2,0,0,7,130522931,2,verified,,16418843
bitnami/apache:2.4.59,75,45,3,4,1,1,21,70305598,93,verified,,73282470
amazon/cloudwatch-agent:latest-arm64,13,3,3,7,0,0,0,1384956232,33,verified,monitoring-and-observability/networking/security,86108819
bitnami/ghost:5-debian-12,178,55,38,35,7,9,34,125177863,39,verified,content-management-system/security/web-servers,293316774
circleci/postgres:9.6.24-bullseye-ram,241,59,40,66,21,0,55,501165403,32,verified,,84859961
docker/ucp-auth:3.1.14,218,7,56,77,11,67,0,743184468,4,verified,integration-and-delivery/networking/security,10090867
bitnami/elasticsearch:7.17.22,992,107,780,58,1,20,26,105963086,77,verified,databases-and-storage/security/web-analytics,7967
newrelic/newrelic-fluentbit-output:1.19.0,75,28,10,8,3,0,26,1025229102,3,verified,,2194839492
jetbrains/youtrack:2024.1.29548,276,73,76,49,13,11,54,60450631,248,verified,content-management-system/integration-and-delivery,1035281460
nginx/nginx-ingress:edge-ubi,101,38,59,1,0,0,3,1022141035,92,verified,,97794369
newrelic/nri-kubernetes:nightly,3,0,2,0,0,0,1,1697413705,2,verified,,60716997
docker/ucp-agent:3.3.0,218,7,56,77,12,66,0,872058648,12,verified,,21570029
bitnami/nginx:1.27.0-debian-12-r0,59,39,0,1,1,0,18,403860923,188,verified,api-management/security/web-servers,67059154
cimg/python:3.12.3-node,792,120,522,68,5,68,9,169285058,15,verified,languages-and-frameworks/integration-and-delivery/security,866143174
lacework/datacollector:6.14.0-sidecar,56,11,14,6,2,23,0,1203158697,20,verified,integration-and-delivery/monitoring-and-observability/security,41046991
bitnami/mysql:8.0,62,42,0,1,1,0,18,198166177,112,verified,databases-and-storage/integration-and-delivery/security,239464229
circleci/openjdk:11-jdk-buster-node-browsers-legacy,2466,438,1285,469,44,73,157,61430343,11,verified,,1633186399
bitnami/etcd:3.4.32-debian-12-r4,52,36,3,3,1,0,9,124508305,185,verified,,59639124
grafana/grafana-image-renderer:master-7d50087,70,36,20,9,2,1,2,231813856,25,verified,integration-and-delivery/monitoring-and-observability,396576285
newrelic/infrastructure-k8s:latest-unprivileged,65,9,26,12,0,9,9,658161351,15,verified,,223151681
rancher/calico-node:v3.18.1,293,48,101,92,8,15,29,80796457,3,verified,,60498763
onlyoffice/documentserver:8.0.0,583,123,415,27,1,15,2,90984485,362,verified,api-management/content-management-system/integration-and-delivery,1198021043
hashicorp/terraform:1.8.4,26,5,9,0,0,9,3,432873555,475,verified,developer-tools,35489324
nginx/nginx-ingress:nightly,104,56,1,1,1,0,45,1022141035,92,verified,,109336575
newrelic/newrelic-prometheus-configurator:main,3,0,2,0,0,0,1,210782930,4,verified,,13583616
rancher/coredns-coredns:1.7.0-amd64,171,12,56,74,7,14,8,82582638,4,verified,,13978001
rancher/pause:3.5-linux-s390x,0,0,0,0,0,0,0,536854258,7,verified,,244775
bitnami/oauth2-proxy:7.6.0,57,34,5,1,1,0,16,93516558,43,verified,integration-and-delivery/networking/security,53666625
bitnami/postgresql-repmgr:15.7.0-debian-12-r9,77,47,1,1,1,0,27,59411483,23,verified,databases-and-storage/integration-and-delivery,110204179
rancher/rancher-agent:v2.8-head,88,5,30,21,1,23,8,3197776140,53,verified,,2261716612
mattermost/mattermost-team-edition:9.6,224,65,55,7,0,90,7,64899247,117,verified,integration-and-delivery/security,339651992
rancher/coredns-coredns:1.8.0,151,11,41,71,7,13,8,82582638,4,verified,,12940806
dynatrace/dynatrace-operator:v1.0.1,46,16,15,2,1,1,11,987586104,2,verified,integration-and-delivery/monitoring-and-observability/networking,60921
bitnami/grafana:10.4.3,80,44,7,2,1,0,26,68608587,34,verified,data-science/internet-of-things/monitoring-and-observability,199960698
amazon/aws-cli:arm64,7,1,1,1,0,4,0,761301862,285,verified,developer-tools,126112228
rancher/klipper-lb:v0.4.8-arm64,3,0,2,0,0,0,1,145142069,2,verified,,5673211
mattermost/mattermost-team-edition:9.5,297,65,55,7,0,163,7,64899247,117,verified,integration-and-delivery/security,516935438
docker/compose:debian-1.29.2,220,54,28,46,5,56,31,62002731,191,verified,,52217255
rancher/mirrored-coredns-coredns:1.11.1-arm64,38,4,17,9,0,1,7,122891696,0,verified,,16475177
portainer/portainer-ce:alpine-sts,26,4,10,4,0,1,7,1114967683,2277,verified,integration-and-delivery/monitoring-and-observability/networking,96175106
rancher/calico-node:v3.18.1-amd64,293,48,101,92,8,15,29,80796457,3,verified,,60498763
docker/dockerfile:labs,7,3,4,0,0,0,0,371178322,92,verified,developer-tools,11480523
rancher/coredns-coredns:1.8.3-amd64,142,11,39,65,7,12,8,82582638,4,verified,,12888690
bitnami/zookeeper:3.9-debian-12,69,41,0,1,1,1,25,307105601,119,verified,integration-and-delivery/networking/security,302646544
bitnami/postgresql-repmgr:15.7.0,77,47,1,1,1,0,27,59411483,23,verified,databases-and-storage/integration-and-delivery,110204179
circleci/ruby:2.6.9-node-browsers-legacy,2640,334,1526,505,40,46,189,366173496,78,verified,,1145946567
hashicorp/terraform:1.8.5,12,4,5,0,0,0,3,432873555,475,verified,developer-tools,36945008
rancher/hyperkube:v1.28.10-rancher1,114,37,53,16,0,8,0,64136660,22,verified,,439397355
bitnami/postgresql-repmgr:16.3.0-debian-12-r11,77,47,1,1,1,0,27,59411483,23,verified,databases-and-storage/integration-and-delivery,110204179
newrelic/newrelic-prometheus-configurator:nightly,3,0,2,0,0,0,1,210782930,4,verified,,13583573
balena/aarch64-supervisor:document-upgrades-in-readme,243,9,54,70,18,92,0,298429942,3,verified,,25971219
bitnami/redis-sentinel:6.2,51,33,0,1,2,0,15,173614702,50,verified,databases-and-storage/message-queues/monitoring-and-observability,47712529
cimg/redis:7.2,776,108,517,66,6,70,9,51786331,2,verified,databases-and-storage/integration-and-delivery,521137384
mirantis/ucp-agent:3.6.14,25,7,7,1,0,3,7,257915768,0,verified,,24506002
hashicorp/consul-template:0.37.6,11,4,4,1,0,1,1,148487372,30,verified,integration-and-delivery/networking/security,8324749
newrelic/k8s-metadata-injection:1.27.2,12,3,2,0,0,0,7,538865107,4,verified,,24985515
atlassian/confluence-server:8.6-ubuntu-jdk17,131,26,58,27,6,3,11,70237975,591,verified,,1116200109
rancher/fleet-agent:v0.9.5-linux-arm64,24,12,5,1,0,6,0,142084118,4,verified,integration-and-delivery/networking/security,105371189
bitnami/postgres-exporter:0.15.0-debian-12-r32,58,33,6,1,2,0,16,67137140,13,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,50243991
mattermost/mattermost-team-edition:release-9,313,64,55,7,0,180,7,64899247,117,verified,integration-and-delivery/security,516935438
kong/kubernetes-ingress-controller:3.1.5,3,3,0,0,0,0,0,368520263,10,verified,,15861192
bitnami/phpmyadmin:5.2.1-debian-12-r29,170,86,18,11,5,1,49,75047448,45,verified,,7967
grafana/fluent-bit-plugin-loki:main-5a357ea,85,26,17,12,4,0,26,155876620,7,verified,,44979963
atlassian/default-image:4.20230726-linux-amd64,855,170,544,99,9,22,11,66274502,82,verified,,404061015
kong/kubernetes-ingress-controller:3.1,3,3,0,0,0,0,0,368520263,10,verified,,15861192
bitnami/redis-exporter:1.60.0-debian-12-r1,50,33,0,1,1,0,15,152505705,13,verified,databases-and-storage/monitoring-and-observability,49081610
atlassian/pipelines-auth-proxy:ddev,182,3,36,41,11,91,0,72766279,1,verified,integration-and-delivery/security,7739539
bitnami/postgresql-repmgr:15,77,47,1,1,1,0,27,59411483,23,verified,databases-and-storage/integration-and-delivery,110204179
nginxinc/nginx-unprivileged:perl,103,56,0,1,1,0,45,1108217140,152,verified,integration-and-delivery/security/web-servers,82589766
rancher/system-agent-installer-rke2:v1.29.5-rke2r1,4,0,0,0,0,4,0,67731297,3,verified,,34067375
bitnami/external-dns:0.14.2,58,34,5,2,1,1,15,1048862654,19,verified,integration-and-delivery/monitoring-and-observability/networking,72731845
portainer/agent:sts,25,4,7,0,0,8,6,1096229787,239,verified,integration-and-delivery/internet-of-things/monitoring-and-observability,68503706
rancher/hyperkube:v1.27.14-rancher1,116,37,53,18,0,8,0,64136660,22,verified,,453669678
bitnami/postgresql:13.15.0,69,45,1,1,1,0,21,3672892478,271,verified,databases-and-storage/integration-and-delivery/security,108117553
docker/ucp-agent:3.2.7,218,7,56,77,11,67,0,872058648,12,verified,,19116184
rancher/mirrored-calico-node:v3.27.3,52,31,8,2,1,1,9,57918850,0,verified,,116100163
bitnami/kube-state-metrics:2.12.0-debian-12-r7,52,33,1,1,1,0,16,54641815,19,verified,monitoring-and-observability,58419369
rancher/calico-node:v3.16.6,318,51,117,97,8,16,29,80796457,3,verified,,58869274
bitnami/metrics-server:0.7.1-debian-12-r6,55,33,3,1,2,0,16,142989759,26,verified,integration-and-delivery/monitoring-and-observability,7967
rancher/rke-tools:v0.1.96,182,8,69,61,6,27,11,87666758,12,verified,,126455619
cimg/node:20.14.0,772,108,517,66,5,67,9,343795109,20,verified,languages-and-frameworks/integration-and-delivery/operating-systems,485337752
