Image and Tag Name,Number of unique CVEs,Low CVEs,Medium CVEs,High CVEs,Critical CVEs,Unassigned CVEs,Differing CVEs,Number of Pulls,Number of Repo Stars,Category,SubCategories,Size
percona/percona-xtradb-cluster-operator:1.14.0-pxc5.7-backup-pxb2.4.29,105,36,42,10,3,0,14,2524718822,16,verified,,120981702
docker/dockerfile:1.7-labs,7,3,4,0,0,0,0,371178322,92,verified,developer-tools,11480523
bitnami/postgresql:13-debian-12,69,45,1,1,1,0,21,3672892478,271,verified,databases-and-storage/integration-and-delivery/security,108117553
dynatrace/oneagent:1.85.1000,91,49,25,3,1,0,13,918740160,26,verified,integration-and-delivery/monitoring-and-observability/security,49673763
docker/ucp-agent:3.3.1,218,7,56,77,12,66,0,872058648,12,verified,,21575395
bitnami/kubectl:1.27,82,47,0,3,2,0,30,3794918928,114,verified,developer-tools,105801161
cimg/python:3.12-browsers,910,145,587,79,5,70,24,169285058,15,verified,languages-and-frameworks/integration-and-delivery/security,1229487439
amazon/amazon-ecs-agent:arm64-latest,9,3,0,0,0,0,6,1203865088,104,verified,,25279523
circleci/python:3.9-buster-node-browsers-legacy,2584,476,1356,487,39,76,150,205659640,88,verified,,1159014165
google/cloud-sdk:debian_component_based,982,223,503,130,14,19,93,354031402,428,verified,data-science/databases-and-storage/integration-and-delivery,1235015861
portainer/agent:2.20.3,25,4,7,0,0,8,6,1096229787,239,verified,integration-and-delivery/internet-of-things/monitoring-and-observability,68503706
onlyoffice/documentserver:8.0.1.1,535,116,380,24,0,15,0,90984485,362,verified,api-management/content-management-system/integration-and-delivery,1199069034
amazon/aws-alb-ingress-controller:v2.4.5,66,4,18,32,5,0,7,150418505,6,verified,integration-and-delivery/networking/security,17368985
bitnami/etcd:3.4,50,34,3,3,1,0,9,124508305,185,verified,,59639124
bitnami/rabbitmq:3.13.3,63,39,0,1,1,0,22,633654655,118,verified,integration-and-delivery/message-queues/security,7967
grafana/grafana:11.0.0,38,12,16,4,2,3,1,4633511576,3069,verified,internet-of-things/monitoring-and-observability/security,120699297
kong/kong-gateway:3.7-rhel-fips,1730,408,942,35,0,4,341,803037512,42,verified,,410999805
circleci/redis:7.0-rc-alpine3.15,43,1,10,5,2,23,2,208782036,17,verified,,13474763
bitnami/mongodb:7.0,74,42,2,1,1,0,28,1692607955,251,verified,databases-and-storage/integration-and-delivery/internet-of-things,250689073
rancher/metrics-server:v0.4.1-amd64,158,8,44,72,9,17,8,179298217,6,verified,,25159526
atlassian/confluence-server:8.5.3-ubuntu-jdk17,140,28,61,31,6,3,11,70237975,591,verified,,1077517987
amazon/aws-otel-collector:v0.38.2,15,4,4,6,0,0,1,141790666,10,verified,integration-and-delivery/monitoring-and-observability,37330436
rancher/rancher:v2.9-b456233ab32b27b221d14244df7b0223eacfe078-head,209,14,68,71,7,40,9,283166464,421,verified,integration-and-delivery/monitoring-and-observability/security,829442816
docker/ucp-interlock-proxy:3.3.1,128,2,24,32,9,61,0,152083193,2,verified,,15017013
rancher/system-agent-installer-rke2:v1.30.2-rc6-rke2r1,5,0,0,0,0,5,0,67731297,3,verified,,205775819
bitnami/ghost:5.84.0-debian-12-r0,178,55,38,35,7,9,34,125177863,39,verified,content-management-system/security/web-servers,293316774
cimg/node:20.14-browsers,858,139,554,75,5,69,16,343795109,20,verified,languages-and-frameworks/integration-and-delivery/operating-systems,669960580
newrelic/nri-ecs:1.11.4,42,8,16,3,0,7,8,253877798,2,verified,,195795337
circleci/mysql:oracle-ram,415,30,170,111,7,78,19,277364343,30,verified,,131248433
amazon/dynamodb-local:2.3.0,43,8,17,13,0,4,1,296044594,460,verified,databases-and-storage/integration-and-delivery,242544157
amazon/aws-otel-collector:v0.37.3,15,4,4,6,0,0,1,141790666,10,verified,integration-and-delivery/monitoring-and-observability,37179911
grafana/agent:main-115a39b,27,11,9,3,1,1,2,376133531,22,verified,,218533518
rancher/mirrored-metrics-server:v0.7.1,6,3,2,0,0,0,1,66541806,2,verified,,19471430
nginx/nginx-prometheus-exporter:1.1.2,6,2,3,0,0,0,1,75594111,41,verified,integration-and-delivery/monitoring-and-observability/web-servers,4199429
grafana/loki:main-5a357ea-arm64,18,5,9,0,0,1,3,1824555956,245,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,25001752
atlassian/pipelines-dvcstools:prod-stable,327,4,34,55,21,213,0,105652966,1,verified,,28470227
bitnami/zookeeper:3.9,69,41,0,1,1,1,25,307105601,119,verified,integration-and-delivery/networking/security,302646544
bitnami/kube-state-metrics:2.12.0-debian-12-r6,54,33,2,1,2,0,16,54641815,19,verified,monitoring-and-observability,58419369
grafana/fluent-bit-plugin-loki:main-5a357ea-arm,85,26,26,18,4,0,11,155876620,7,verified,,40793832
bitnami/sealed-secrets-controller:0.27.0,0,0,0,0,0,0,0,2911312668,8,verified,integration-and-delivery/security,7967
circleci/redis:7.0-rc1-alpine,43,1,10,5,2,23,2,208782036,17,verified,,13474763
bitnami/wordpress:6.5.5,149,86,7,5,1,1,49,97796861,254,verified,content-management-system,7967
amazon/aws-xray-daemon:alpha,22,4,8,6,0,3,1,1180111609,34,verified,monitoring-and-observability,56482963
grafana/promtail:main-5a357ea,61,36,5,1,1,1,17,1952268710,161,verified,,62079455
circleci/docker-gc:2.0,2,2,0,0,0,0,0,64984966,6,verified,,3938618
percona/percona-xtradb-cluster-operator:1.14.0,79,33,29,3,0,0,14,2524718822,16,verified,,60979533
bitnami/external-dns:0.14.2-debian-12-r1,58,34,5,2,1,1,15,1048862654,19,verified,integration-and-delivery/monitoring-and-observability/networking,72731845
dynatrace/oneagent:1.86.1000,91,49,25,3,1,0,13,918740160,26,verified,integration-and-delivery/monitoring-and-observability/security,56976520
grafana/grafana:main-ubuntu,30,19,10,1,0,0,0,4633511576,3069,verified,internet-of-things/monitoring-and-observability/security,145787849
bitnami/redis-sentinel:6.2.14,51,33,0,1,2,0,15,173614702,50,verified,databases-and-storage/message-queues/monitoring-and-observability,47712529
amazon/cloudwatch-agent:1.300040.0b650,13,3,3,7,0,0,0,1384956232,33,verified,monitoring-and-observability/networking/security,93912239
jetbrains/teamcity-server:2024.03.3-linux,321,47,55,23,2,194,0,68841945,593,verified,integration-and-delivery,2478380283
bitnami/rabbitmq:3.12-debian-12,63,39,0,1,1,0,22,633654655,118,verified,integration-and-delivery/message-queues/security,116943890
bitnami/zookeeper:3.9.2,69,41,0,1,1,1,25,307105601,119,verified,integration-and-delivery/networking/security,302646544
bitnami/mongodb:7.0.9,74,40,3,1,2,0,28,1692607955,251,verified,databases-and-storage/integration-and-delivery/internet-of-things,7967
rancher/fleet-agent:v0.9.5-linux-amd64,24,12,5,1,0,6,0,142084118,4,verified,integration-and-delivery/networking/security,107523063
grafana/mimir:main-011c02fbc,6,3,3,0,0,0,0,182536995,11,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,25459950
bitnami/node-exporter:1.8.1,50,33,0,1,1,0,15,75320565,20,verified,integration-and-delivery/monitoring-and-observability/security,51181290
rancher/metrics-server:v0.4.1-arm,158,8,44,72,9,17,8,179298217,6,verified,,23617467
bitnami/fluentd:1.17.0-debian-12-r3,954,100,765,56,1,12,20,58577451,11,verified,integration-and-delivery/monitoring-and-observability/security,102648527
bitnami/oauth2-proxy:7.6.0-debian-12-r11,58,33,6,1,2,0,16,93516558,43,verified,integration-and-delivery/networking/security,7967
bitnami/mysql:8.0.37,62,42,0,1,1,0,18,198166177,112,verified,databases-and-storage/integration-and-delivery/security,7967
rancher/server:v1.6.18-patch1-rc3,1903,433,1121,161,50,102,36,72644401,609,verified,integration-and-delivery/monitoring-and-observability/networking,404486599
newrelic/php-daemon:10.17.0,54,4,9,10,2,23,6,135749196,7,verified,,11785053
docker/ucp-auth:3.2.6,218,7,56,77,11,67,0,743184468,4,verified,integration-and-delivery/networking/security,11121626
docker/ucp-interlock-proxy:3.2.7,128,2,24,32,9,61,0,152083193,2,verified,,15016937
bitnami/memcached:1.6.28,59,38,0,1,1,0,19,122805335,32,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,47608546
newrelic/newrelic-prometheus-configurator:1.16.2,12,3,2,0,0,0,7,210782930,4,verified,,13452258
bitnami/redis:7.0.15,51,33,0,1,2,0,15,3208809198,281,verified,databases-and-storage/message-queues/monitoring-and-observability,49237148
amazon/aws-otel-collector:v0.39.0,12,3,3,6,0,0,0,141790666,10,verified,integration-and-delivery/monitoring-and-observability,38638336
dynatrace/oneagent:1.84.1000,94,49,28,3,1,0,13,918740160,26,verified,integration-and-delivery/monitoring-and-observability/security,49663587
google/cloud-sdk:479.0.0-slim,933,155,662,50,2,10,54,354031402,428,verified,data-science/databases-and-storage/integration-and-delivery,451621122
bitnami/rabbitmq:3.12,63,39,0,1,1,0,22,633654655,118,verified,integration-and-delivery/message-queues/security,116943890
amazon/aws-node-termination-handler:v1.6.1,133,4,39,72,7,2,9,157216923,10,verified,integration-and-delivery/monitoring-and-observability/networking,16103714
docker/dockerfile:1.7.1-labs,7,3,4,0,0,0,0,371178322,92,verified,developer-tools,11480523
bitnami/apache:2.4.59-debian-12-r5,75,45,3,4,1,1,21,70305598,93,verified,,73282470
atlassian/pipelines-dvcstools:stg-stable,327,4,34,55,21,213,0,105652966,1,verified,,28470227
bitnami/prometheus:2.52.1,56,34,5,1,1,0,15,52920530,217,verified,integration-and-delivery/monitoring-and-observability/security,99713161
rancher/pause:3.6-linux-s390x,0,0,0,0,0,0,0,536854258,7,verified,,244777
bitnami/postgres-exporter:0.15.0,56,33,5,1,1,0,16,67137140,13,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,50243991
bitnami/redis:7.0,51,33,0,1,2,0,15,3208809198,281,verified,databases-and-storage/message-queues/monitoring-and-observability,49237148
bitnami/apache:2.4.59-debian-12-r6,75,45,3,4,1,1,21,70305598,93,verified,,7967
bitnami/memcached:1-debian-12,59,38,0,1,1,0,19,122805335,32,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,47608546
jetbrains/youtrack:2024.1.28928,287,75,79,52,13,13,55,60450631,248,verified,content-management-system/integration-and-delivery,1034101484
camunda/camunda-bpm-platform:wildfly-7.22.0-SNAPSHOT,120,21,58,22,1,6,12,64587194,136,verified,integration-and-delivery/monitoring-and-observability/security,376555038
google/cloud-sdk:slim,930,155,659,50,2,10,54,354031402,428,verified,data-science/databases-and-storage/integration-and-delivery,451621122
bitnami/mysql:8.0-debian-12,62,42,0,1,1,0,18,198166177,112,verified,databases-and-storage/integration-and-delivery/security,239464229
bitnami/sealed-secrets-controller:0-debian-12,0,0,0,0,0,0,0,2911312668,8,verified,integration-and-delivery/security,12445970
atlassian/pipelines-docker-daemon:v20-stable,315,19,96,101,15,77,7,87641738,5,verified,integration-and-delivery/operating-systems/security,88982021
lacework/datacollector:6.14.0,51,22,18,5,0,0,6,1203158697,20,verified,integration-and-delivery/monitoring-and-observability/security,55562523
amazon/amazon-ecs-agent:v1.83.0,9,3,0,0,0,0,6,1203865088,104,verified,,27829997
newrelic/nri-kube-events:2.9.6,11,4,4,0,0,1,2,1701778886,2,verified,,32968935
bitnami/prometheus:2.52.1-debian-12-r1,56,34,5,1,1,0,15,52920530,217,verified,integration-and-delivery/monitoring-and-observability/security,99713161
bitnami/memcached:1.6.28-debian-12-r0,59,38,0,1,1,0,19,122805335,32,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,47608546
atlassian/pipelines-agent:stg-stable,450,74,107,149,33,18,69,106939258,4,verified,,112999558
rancher/mirrored-coredns-coredns:1.11.1-arm,38,4,17,9,0,1,7,122891696,0,verified,,17250397
bitnami/metrics-server:0.7.1-debian-12-r8,53,33,2,1,1,0,16,142989759,26,verified,integration-and-delivery/monitoring-and-observability,63057270
bitnami/postgres-exporter:0-debian-12,56,33,5,1,1,0,16,67137140,13,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,50243991
grafana/agent:main-dc67bde,25,11,7,3,1,1,2,376133531,22,verified,,233407043
rancher/klipper-lb:v0.4.8-arm,3,0,2,0,0,0,1,145142069,2,verified,,4673429
mattermost/mattermost-team-edition:9.5.6,297,65,55,7,0,163,7,64899247,117,verified,integration-and-delivery/security,516935438
mirantis/ucp-auth:3.7.8,23,7,6,0,0,3,7,126805793,0,verified,,13844264
circleci/node:erbium-bullseye-browsers-legacy,2608,332,1519,487,44,45,181,485900792,132,verified,,1114560148
amazon/aws-node-termination-handler:v1.6.1-linux-amd64,133,4,39,72,7,2,9,157216923,10,verified,integration-and-delivery/monitoring-and-observability/networking,16103714
rancher/calico-cni:v3.27.0-rancher1-linux-amd64,71,4,21,35,5,0,6,56964849,2,verified,,96814615
amazon/cloudwatch-agent:1.300040.0b650-amd64,13,3,3,7,0,0,0,1384956232,33,verified,monitoring-and-observability/networking/security,93912239
opensearchproject/opensearch:2,19,3,7,2,0,6,1,73185584,109,verified,databases-and-storage/machine-learning-and-ai/monitoring-and-observability,948092932
docker/compose:1.29.2,133,2,34,60,9,28,0,62002731,191,verified,,29257860
docker/compose:1.29.1,134,2,34,61,9,28,0,62002731,191,verified,,29247233
rancher/rancher-agent:v2.9-b456233ab32b27b221d14244df7b0223eacfe078-linux-arm64,104,8,25,43,6,16,6,3197776140,53,verified,,529586291
camunda/camunda-bpm-platform:tomcat-SNAPSHOT,83,19,38,10,0,6,10,64587194,136,verified,integration-and-delivery/monitoring-and-observability/security,152786162
amazon/dynamodb-local:2.4.0,35,6,13,11,0,4,1,296044594,460,verified,databases-and-storage/integration-and-delivery,242994588
circleci/node:12.22.7-bullseye-browsers-legacy,2608,332,1519,487,44,45,181,485900792,132,verified,,1114560148
bitnami/grafana:10,80,44,7,2,1,0,26,68608587,34,verified,data-science/internet-of-things/monitoring-and-observability,199960698
bitnami/postgresql-repmgr:15-debian-12,77,47,1,1,1,0,27,59411483,23,verified,databases-and-storage/integration-and-delivery,110204179
rancher/nginx-ingress-controller:nginx-1.9.6-hardened1,82,15,14,31,0,21,1,83682458,13,verified,,325073791
amazon/aws-cli:2.16.0,7,1,1,1,0,4,0,761301862,285,verified,developer-tools,125753556
cimg/ruby:3.3.2,884,157,580,66,5,67,9,169466204,10,verified,languages-and-frameworks/integration-and-delivery/security,834096071
circleci/python:3.7-node-browsers-legacy,2695,352,1544,505,39,53,202,205659640,88,verified,,1171255747
docker/ucp-interlock-proxy:3.2.5,133,2,25,36,8,62,0,152083193,2,verified,,15184942
hashicorp/http-echo:alpine,151,9,38,53,10,31,10,75875987,70,verified,monitoring-and-observability/networking/web-servers,8126086
rancher/hyperkube:v1.30.1-rancher1,109,37,51,13,0,7,1,64136660,22,verified,,435878676
atlassian/pipelines-dvcstools:stg-beta,327,4,34,55,21,213,0,105652966,1,verified,,28470227
bitnami/grafana:10.4.3-debian-12-r1,80,44,7,2,1,0,26,68608587,34,verified,data-science/internet-of-things/monitoring-and-observability,199960698
docker/ucp-agent:3.1.14,218,7,56,77,11,67,0,872058648,12,verified,,18323148
bitnami/redis-exporter:1.60.0,50,33,0,1,1,0,15,152505705,13,verified,databases-and-storage/monitoring-and-observability,49081610
bitnami/nginx:1.27-debian-12,59,39,0,1,1,0,18,403860923,188,verified,api-management/security/web-servers,67059154
bitnami/kubectl:1.27.14,85,50,0,3,2,0,30,3794918928,114,verified,developer-tools,105801161
circleci/ruby:2.6.9-bullseye-node-browsers-legacy,2640,334,1526,505,40,46,189,366173496,78,verified,,1145946567
bitnami/cassandra:4.1-debian-12,91,38,10,12,1,2,28,68757953,51,verified,data-science/databases-and-storage/internet-of-things,381498973
grafana/mimir:r293-c212608,6,3,3,0,0,0,0,182536995,11,verified,databases-and-storage/integration-and-delivery/monitoring-and-observability,25442869
cimg/go:1.22-browsers,818,132,520,68,5,70,23,59190280,11,verified,languages-and-frameworks/integration-and-delivery/security,1036596885
rancher/klipper-helm:v0.8.4-build20240523-arm64,130,3,59,49,3,16,0,72854955,2,verified,,87260959
cimg/postgres:15.7,623,107,369,66,5,67,9,154610334,2,verified,databases-and-storage/integration-and-delivery/security,560058276
portainer/portainer:linux-amd64-2.0.1,211,16,71,91,9,14,10,2927413264,2520,verified,,56657214
circleci/node:erbium-buster-browsers-legacy,2494,455,1329,464,43,68,135,485900792,132,verified,,1097656233
bitnami/redis-exporter:1-debian-12,50,33,0,1,1,0,15,152505705,13,verified,databases-and-storage/monitoring-and-observability,49081610
newrelic/k8s-metadata-injection:1.26.4,17,4,5,0,0,1,7,538865107,4,verified,,24771596
hashicorp/consul-template:0.38,6,2,2,1,0,0,1,148487372,30,verified,integration-and-delivery/networking/security,8665443
jetbrains/teamcity-server:2023.11.5-linux,329,47,75,49,7,137,14,68841945,593,verified,integration-and-delivery,2527935744
amazon/dynamodb-local:2.5.0,29,6,9,9,0,4,1,296044594,460,verified,databases-and-storage/integration-and-delivery,238255000
lacework/datacollector:6.14.0-arm64,51,21,18,5,0,1,6,1203158697,20,verified,integration-and-delivery/monitoring-and-observability/security,50639329
cimg/openjdk:17.0.11-node,796,110,530,71,5,70,10,63153083,8,verified,languages-and-frameworks/integration-and-delivery/security,1039908129
rancher/klipper-lb:v0.4.8-amd64,3,0,2,0,0,0,1,145142069,2,verified,,4983939
bitnami/redis-cluster:6.2.14-debian-12-r20,51,33,0,1,2,0,15,140035032,50,verified,databases-and-storage/message-queues/security,48920316
hashicorp/consul-enterprise:1.15-ent,16,7,7,0,0,1,1,70663520,4,verified,monitoring-and-observability/networking/security,77376545
rancher/nginx-ingress-controller:nginx-1.9.6-hardened2-amd64,62,12,11,21,0,17,1,83682458,13,verified,,325022145
bitnami/redis-cluster:6.2-debian-12,51,33,0,1,2,0,15,140035032,50,verified,databases-and-storage/message-queues/security,48920316
hashicorp/consul:1.18.2-ubi,90,38,29,3,0,12,8,61229797,66,verified,,118516313
rancher/mirrored-metrics-server:v0.7.1-arm,6,3,2,0,0,0,1,66541806,2,verified,,18423233
circleci/openjdk:11.0-buster-node-browsers-legacy,2466,438,1285,469,44,73,157,61430343,11,verified,,1633186399
mirantis/ucp-agent:3.7.9,22,6,7,0,0,2,7,257915768,0,verified,,27685098
rancher/rke-tools:v0.1.99,49,2,18,7,1,13,8,87666758,12,verified,,120823689
atlassian/pipelines-docker-daemon:ddev-beta,315,19,96,101,15,77,7,87641738,5,verified,integration-and-delivery/operating-systems/security,88982021
dynatrace/dynatrace-operator:v1.2.0-amd64,44,18,15,1,1,1,8,987586104,2,verified,integration-and-delivery/monitoring-and-observability/networking,520
bitnami/kafka:3.6.2,64,39,0,1,1,1,22,290524245,865,verified,integration-and-delivery/message-queues/monitoring-and-observability,7967
dynatrace/oneagent:1.87.1000,91,51,25,3,1,0,11,918740160,26,verified,integration-and-delivery/monitoring-and-observability/security,49745540
bitnami/kube-state-metrics:2,52,33,1,1,1,0,16,54641815,19,verified,monitoring-and-observability,58419369
nginx/nginx-prometheus-exporter:edge,0,0,0,0,0,0,0,75594111,41,verified,integration-and-delivery/monitoring-and-observability/web-servers,4222655
grafana/fluent-bit-plugin-loki:main-5a357ea-amd64,85,26,17,12,4,0,26,155876620,7,verified,,44979963
atlassian/default-image:4.20230906,783,149,507,87,9,22,9,66274502,82,verified,,405381215
mattermost/mattermost-team-edition:release-9.5,313,64,55,7,0,180,7,64899247,117,verified,integration-and-delivery/security,516935438
bitnami/mongodb:7.0-debian-12,74,42,2,1,1,0,28,1692607955,251,verified,databases-and-storage/integration-and-delivery/internet-of-things,250689073
bitnami/grafana:10.4.3-debian-12-r0,84,44,10,2,2,0,26,68608587,34,verified,data-science/internet-of-things/monitoring-and-observability,199960698
mirantis/ucp-auth:3.6.15,23,7,6,0,0,3,7,126805793,0,verified,,13709900
cimg/base:2024.06,587,89,364,56,5,65,8,206155807,14,verified,,432820221
newrelic/php-daemon:10.20.0,54,4,9,10,2,23,6,135749196,7,verified,,12345909
bitnami/redis-exporter:1,50,33,0,1,1,0,15,152505705,13,verified,databases-and-storage/monitoring-and-observability,49081610
bitnami/fluentd:1.17.0-debian-12-r4,841,100,659,52,1,9,20,58577451,11,verified,integration-and-delivery/monitoring-and-observability/security,102648527
hashicorp/tfc-agent:1.14,81,23,40,3,0,9,6,107422263,10,verified,integration-and-delivery/networking/security,154501638
balena/aarch64-supervisor:v12.9.6,243,9,54,70,18,92,0,298429942,3,verified,,25970681
rancher/system-agent-installer-rke2:v1.28.11-rc6-rke2r1,6,0,0,0,0,6,0,67731297,3,verified,,204523234
rancher/server:v1.6.30,1895,433,1121,158,45,102,36,72644401,609,verified,integration-and-delivery/monitoring-and-observability/networking,404929140
rancher/agent:v2.0.2,178,49,36,1,0,92,0,105333591,87,verified,integration-and-delivery/monitoring-and-observability/networking,87062384
atlassian/confluence-server:8.6.1-ubuntu-jdk17,139,26,60,32,6,3,12,70237975,591,verified,,1106029480
portainer/portainer:linux-s390x-2.0.1,207,16,71,93,9,11,7,2927413264,2520,verified,,27670184
grafana/promtail:main-5a357ea-arm64,61,36,16,2,1,1,5,1952268710,161,verified,,59644127
grafana/fluent-bit-plugin-loki:main,85,26,17,12,4,0,26,155876620,7,verified,,44979963
bitnami/redis-sentinel:7.2.5,51,33,0,1,2,0,15,173614702,50,verified,databases-and-storage/message-queues/monitoring-and-observability,7967
rancher/system-agent-installer-rke2:v1.29.6-rc6-rke2r1,5,0,0,0,0,5,0,67731297,3,verified,,34783674
newrelic/k8s-events-forwarder:1.52.3-rc,16,6,7,1,0,1,1,61823392,2,verified,,25468637
cimg/redis:7.2.5,776,108,517,66,6,70,9,51786331,2,verified,databases-and-storage/integration-and-delivery,521137384
nginx/nginx-prometheus-exporter:1.1,6,2,3,0,0,0,1,75594111,41,verified,integration-and-delivery/monitoring-and-observability/web-servers,4199429
mirantis/ucp-auth:3.7.7,60,8,25,16,1,3,7,126805793,0,verified,,16361108
newrelic/nri-ecs:1.11.6-pre,31,8,12,1,0,7,3,253877798,2,verified,,196148357
cimg/postgres:16.3-postgis,773,131,495,66,5,67,9,154610334,2,verified,databases-and-storage/integration-and-delivery/security,902329842
hashicorp/terraform:1.8,12,4,5,0,0,0,3,432873555,475,verified,developer-tools,36945008
bitnami/mariadb:11.3.2,56,36,0,1,1,0,18,813828490,192,verified,databases-and-storage/security,131357843
amazon/aws-efs-csi-driver:640482e,33,7,6,8,1,5,6,922676599,4,verified,,79987666
hashicorp/tfc-agent:1.15.2,212,68,120,14,0,9,1,107422263,10,verified,integration-and-delivery/networking/security,237728294
bitnami/kube-state-metrics:2-debian-12,52,33,1,1,1,0,16,54641815,19,verified,monitoring-and-observability,58419369
newrelic/infrastructure:1.53.0,12,3,6,1,1,1,0,92932905,25,verified,,68973081
atlassian/pipelines-agent:prod-stable,450,74,107,149,33,18,69,106939258,4,verified,,112999558
bitnami/minideb:bookworm-arm64,41,30,7,2,1,0,1,257562854,156,verified,integration-and-delivery/internet-of-things/operating-systems,40029746
grafana/grafana:latest-ubuntu,36,21,14,1,0,0,0,4633511576,3069,verified,internet-of-things/monitoring-and-observability/security,143493227
bitnami/etcd:3.4.32,50,34,3,3,1,0,9,124508305,185,verified,,59639124
rancher/rke-tools:v0.1.98-linux-amd64,102,4,36,23,5,26,8,87666758,12,verified,,134828701
newrelic/newrelic-fluentbit-output:1.19.1,73,28,8,8,3,0,26,1025229102,3,verified,,2095424584
bitnami/mongodb-exporter:0.40.0-debian-12-r30,56,33,5,1,1,0,16,69459681,12,verified,databases-and-storage/monitoring-and-observability,51479164
newrelic/nri-kube-events:nightly,3,0,2,0,0,0,1,1701778886,2,verified,,31352012
portainer/agent:2.20.3-alpine,32,5,11,0,0,9,7,1096229787,239,verified,integration-and-delivery/internet-of-things/monitoring-and-observability,71788755
amazon/cloudwatch-agent:latest-amd64,13,3,3,7,0,0,0,1384956232,33,verified,monitoring-and-observability/networking/security,93912239
bitnami/ghost:5,178,55,38,35,7,9,34,125177863,39,verified,content-management-system/security/web-servers,293316774
bitnami/metrics-server:0,53,33,2,1,1,0,16,142989759,26,verified,integration-and-delivery/monitoring-and-observability,63057270
hashicorp/tfc-agent:1.15.1,272,74,174,14,0,9,1,107422263,10,verified,integration-and-delivery/networking/security,237324607
hashicorp/consul:1.18.1,25,9,10,0,0,4,2,61229797,66,verified,,79534679
newrelic/nri-kube-events:2.9.7,9,3,4,0,0,1,1,1701778886,2,verified,,32961470
newrelic/php-daemon:10.21.0,40,3,7,5,2,23,0,135749196,7,verified,,12565520
bitnami/phpmyadmin:5-debian-12,164,86,15,10,3,1,49,75047448,45,verified,,146448652
newrelic/k8s-events-forwarder:build-amd64,16,6,7,1,0,1,1,61823392,2,verified,,25468621
amazon/aws-cli:2.16.1,7,1,1,1,0,4,0,761301862,285,verified,developer-tools,125758182
newrelic/infrastructure-k8s:2.13.15,65,9,26,12,0,9,9,658161351,15,verified,,223150431
cimg/openjdk:17.0.11-browsers,911,141,586,82,5,72,25,63153083,8,verified,languages-and-frameworks/integration-and-delivery/security,1425510669
hashicorp/vault-k8s:1.4,11,4,4,0,0,1,2,56983377,18,verified,integration-and-delivery/security,29882056
rancher/mirrored-calico-node:v3.28.0-amd64,46,28,7,2,1,0,8,57918850,0,verified,,115235093
mirantis/ucp-agent:3.7.8,24,7,7,0,0,3,7,257915768,0,verified,,25490988
bitnami/cassandra:4.0.13,91,39,9,12,1,2,28,68757953,51,verified,data-science/databases-and-storage/internet-of-things,7967
newrelic/infrastructure-bundle:3.2.44,31,8,12,1,0,7,3,3151778042,11,verified,,186971796
rancher/fleet-agent:v0.8.5,27,10,6,4,1,6,0,142084118,4,verified,integration-and-delivery/networking/security,2228511095
bitnami/mariadb:11.3-debian-12,56,36,0,1,1,0,18,813828490,192,verified,databases-and-storage/security,131357843
rancher/mirrored-metrics-server:v0.7.1-arm64,6,3,2,0,0,0,1,66541806,2,verified,,17844682
atlassian/pipelines-agent:prod-beta,450,74,107,149,33,18,69,106939258,4,verified,,112999558
rancher/metrics-server:v0.4.1-arm64,158,8,44,72,9,17,8,179298217,6,verified,,23568604
newrelic/newrelic-prometheus-configurator:1.16.1,25,7,6,1,0,4,7,210782930,4,verified,,12768791
cimg/base:2024.06-22.04,587,89,364,56,5,65,8,206155807,14,verified,,432820221
docker/dockerfile:1-labs,7,3,4,0,0,0,0,371178322,92,verified,developer-tools,11480523
atlassian/confluence-server:8.6-jdk17,131,26,58,27,6,3,11,70237975,591,verified,,1116200109
opensearchproject/opensearch:1.3.16,20,4,7,1,0,7,1,73185584,109,verified,databases-and-storage/machine-learning-and-ai/monitoring-and-observability,516481241
camunda/camunda-bpm-platform:wildfly-SNAPSHOT,120,21,58,22,1,6,12,64587194,136,verified,integration-and-delivery/monitoring-and-observability/security,376555038
bitnami/phpmyadmin:5.2.1-debian-12-r30,164,86,15,10,3,1,49,75047448,45,verified,,146448652
bitnami/minideb:latest-arm64,41,30,7,2,1,0,1,257562854,156,verified,integration-and-delivery/internet-of-things/operating-systems,40029746
mirantis/ucp-auth:3.7.9,21,6,6,0,0,2,7,126805793,0,verified,,15910259
rancher/mirrored-calico-node:v3.28.0,46,28,7,2,1,0,8,57918850,0,verified,,115235093
rancher/nginx-ingress-controller:v1.10.1-hardened1,42,11,6,9,0,16,0,83682458,13,verified,,296139503
grafana/grafana-image-renderer:master-4cc3819,70,36,20,9,2,1,2,231813856,25,verified,integration-and-delivery/monitoring-and-observability,396575372
camunda/camunda-bpm-platform:SNAPSHOT,83,19,38,10,0,6,10,64587194,136,verified,integration-and-delivery/monitoring-and-observability/security,152786162
bitnami/redis-exporter:1.61.0,50,33,0,1,1,0,15,152505705,13,verified,databases-and-storage/monitoring-and-observability,7967
bitnami/metrics-server:0-debian-12,53,33,2,1,1,0,16,142989759,26,verified,integration-and-delivery/monitoring-and-observability,63057270
hashicorp/consul:1.18,16,7,7,0,0,1,1,61229797,66,verified,,78404607
