Image and Tag Name,Number of unique CVEs,Low CVEs,Medium CVEs,High CVEs,Critical CVEs,Unassigned CVEs,Differing CVEs,Number of Pulls,Number of Repo Stars,Category,SubCategories,Size
apache/couchdb:3.3.2,127,58,16,7,2,0,44,64452832,24,sponsored,data-science/databases-and-storage,89806495
linuxserver/couchpotato:version-7260c12f,98,5,34,45,10,4,0,149181576,390,sponsored,,25674490
localstack/localstack:latest-arm64,119,61,21,16,2,2,17,240014774,289,sponsored,api-management/databases-and-storage/integration-and-delivery,432639525
linuxserver/transmission:4.0.5,7,1,5,0,0,1,0,522152128,1326,sponsored,integration-and-delivery/networking/security,30694083
amir20/dozzle:pr-3014,0,0,0,0,0,0,0,187308071,94,sponsored,monitoring-and-observability/security/developer-tools,6098844
pihole/pihole:nightly,343,245,6,4,4,0,84,852422372,2621,sponsored,monitoring-and-observability/networking/security,120005432
linuxserver/tautulli:arm64v8-develop-version-a3af8ed3,20,4,8,3,0,5,0,977374373,421,sponsored,monitoring-and-observability/web-analytics,71379674
fluent/fluentd:edge-debian,54,33,2,1,1,2,15,138951893,362,sponsored,,92247423
jupyterhub/configurable-http-proxy:4.6.1-fork,30,5,12,6,0,6,1,47663828,7,sponsored,data-science/integration-and-delivery/networking,58069328
paketobuildpacks/run:full,496,173,305,12,5,1,0,42589227,1,sponsored,languages-and-frameworks/integration-and-delivery/security,268764098
fluent/fluentd-kubernetes-daemonset:v1.16-debian-kafka-arm64-2,73,37,15,4,1,2,14,936815520,66,sponsored,,152981466
linuxserver/heimdall:2.6.1,17,3,10,1,0,3,0,574910667,1092,sponsored,content-management-system/monitoring-and-observability/security,46269249
jupyter/pyspark-notebook:x86_64-python-3.11.6,873,176,535,80,4,65,13,69839145,300,sponsored,data-science/languages-and-frameworks,1808733704
linuxserver/piwigo:amd64-14.4.0,80,0,52,22,6,0,0,35901627,219,sponsored,content-management-system/security,119499665
linuxserver/syncthing:v1.27.8-ls146,4,0,3,0,0,0,1,203395954,556,sponsored,networking/security,22707921
gogs/gogs:0.13-armv7,176,14,62,62,12,16,10,91202163,770,sponsored,languages-and-frameworks/integration-and-delivery/security,42607449
linuxserver/plex:1.40.2.8395-c67dce28e-ls217,32,18,10,0,0,4,0,857164503,1932,sponsored,content-management-system/networking/security,182059127
homeassistant/home-assistant:rc,131,12,31,52,8,16,12,673848814,2809,sponsored,integration-and-delivery/internet-of-things/security,504366234
joxit/docker-registry-ui:master,11,1,8,0,0,1,1,50643701,140,sponsored,integration-and-delivery/monitoring-and-observability/security,7160043
joxit/docker-registry-ui:main,11,1,8,0,0,1,1,50643701,140,sponsored,integration-and-delivery/monitoring-and-observability/security,7160043
shadowsocks/shadowsocks-libev:v3.3.4,107,2,20,23,7,55,0,43317728,484,sponsored,,7719067
authelia/authelia:master,8,3,3,0,0,0,2,53194681,181,sponsored,integration-and-delivery/security,20640439
tensorflow/tensorflow:nightly-jupyter,160,72,59,13,0,16,0,77301907,2431,sponsored,,682753973
apache/superset:066f6b1-dockerize,34,3,14,6,3,0,8,504512273,257,sponsored,data-science/security,9839641
jenkins/inbound-agent:latest-jdk11,117,66,7,10,7,0,27,340147057,132,sponsored,,2409485824
jupyter/scipy-notebook:x86_64-ubuntu-22.04,713,169,488,46,3,7,0,90836631,449,sponsored,data-science/machine-learning-and-ai,1316292371
linuxserver/wireguard:legacy-version-v1.0.20210914,149,68,56,15,0,1,9,56845753,776,sponsored,internet-of-things/networking/security,255629184
linuxserver/bookstack:arm64v8-24.05.1,15,0,9,4,1,0,1,70521854,320,sponsored,content-management-system,107447118
curlimages/curl:8.4.0,15,1,9,2,0,1,2,6095705458,176,sponsored,integration-and-delivery/networking/security,494
linuxserver/letsencrypt:1.11.0-ls157,350,25,114,146,54,9,2,400686080,596,sponsored,,89658909
linuxserver/sickchill:version-2024.3.1,22,6,6,3,0,7,0,42206821,55,sponsored,content-management-system/integration-and-delivery,83976313
longhornio/longhorn-manager:master-head,25,9,2,3,0,10,1,91083785,3,sponsored,,119268871
linuxserver/sonarr:develop,11,0,4,7,0,0,0,2290249787,1996,sponsored,,85247479
jupyterhub/k8s-network-tools:3.3.5,7,1,4,0,0,1,1,103106882,2,sponsored,,3877300
linuxserver/ombi:4.43.5,23,18,5,0,0,0,0,966346568,460,sponsored,content-management-system/integration-and-delivery/web-servers,146440603
istio/install-cni:1.22.0,38,23,12,1,1,0,1,168664493,0,sponsored,integration-and-delivery/networking/security,249
linuxserver/wireguard:1.0.20210914-legacy,149,68,56,15,0,1,9,56845753,776,sponsored,internet-of-things/networking/security,255629184
linuxserver/calibre-web:nightly-d3118c0a-ls173,168,52,68,41,5,0,2,193592933,878,sponsored,content-management-system/integration-and-delivery,260977489
amir20/dozzle:pr-3016,0,0,0,0,0,0,0,187308071,94,sponsored,monitoring-and-observability/security/developer-tools,6098842
requarks/wiki:canary,142,5,50,27,10,48,2,105395239,336,sponsored,content-management-system/integration-and-delivery/web-servers,138798741
selenium/hub:4,37,22,15,0,0,0,0,204244449,453,sponsored,integration-and-delivery/monitoring-and-observability/networking,186654869
selenium/standalone-firefox:dev,181,85,89,7,0,0,0,64472765,189,sponsored,languages-and-frameworks/integration-and-delivery,545311326
apache/airflow:slim-2.9.2rc1-python3.11,108,55,5,10,1,1,36,1286219445,521,sponsored,data-science/integration-and-delivery/machine-learning-and-ai,224849326
linuxserver/couchpotato:7260c12f-ls82,98,5,34,45,10,4,0,149181576,390,sponsored,,25674490
jenkins/jenkins:jdk21,97,61,1,1,4,0,30,4638550514,3920,sponsored,integration-and-delivery/monitoring-and-observability/security,291359559
istio/install-cni:1.20.7-distroless,20,11,7,1,0,0,1,168664493,0,sponsored,integration-and-delivery/networking/security,44370875
eclipse/che-theia:7.5.1,518,23,115,166,28,173,13,93170290,7,sponsored,,106657422
linuxserver/freshrss:amd64-1.24.1,17,3,10,1,0,3,0,46883149,193,sponsored,content-management-system/integration-and-delivery/web-analytics,34803982
linuxserver/lidarr:nightly-2.4.0.4212-ls147,15,0,6,7,0,0,2,554690558,446,sponsored,content-management-system/integration-and-delivery,111618397
linuxserver/beets:arm64v8-nightly-version-1b594790,105,4,57,22,6,16,0,49816206,155,sponsored,content-management-system/databases-and-storage,113143649
linuxserver/duplicati:development-v2.0.9.100_canary_2024-05-30-ls163,36,19,12,5,0,0,0,176622762,395,sponsored,databases-and-storage/security,137987701
linuxserver/sabnzbd:nightly-version-2a02c93e,9,4,3,1,0,0,1,700484624,616,sponsored,content-management-system/integration-and-delivery,70613734
linuxserver/calibre-web:nightly,159,51,60,41,5,0,2,193592933,878,sponsored,content-management-system/integration-and-delivery,260977489
linuxserver/unifi-controller:8.0.24,245,41,130,62,6,6,0,338735956,790,sponsored,,351230607
longhornio/longhorn-manager:v1.5.x-head-amd64,33,11,2,6,0,14,0,91083785,3,sponsored,,114897834
selenium/standalone-chrome:125.0-20240522,93,50,43,0,0,0,0,422269184,578,sponsored,integration-and-delivery/monitoring-and-observability,506129604
eclipse/che-theia:7.5.0,518,23,115,166,28,173,13,93170290,7,sponsored,,106658205
esphome/esphome:2024.5.5,136,67,8,6,2,4,49,58171800,148,sponsored,languages-and-frameworks/integration-and-delivery/internet-of-things,160180299
linuxserver/bookstack:amd64-24.05.1,15,0,9,4,1,0,1,70521854,320,sponsored,content-management-system,105189599
vaultwarden/server:alpine,15,4,6,0,0,3,2,147245848,1113,sponsored,security/web-servers,31945148
linuxserver/beets:arm64v8-nightly,103,4,55,22,6,16,0,49816206,155,sponsored,content-management-system/databases-and-storage,113143649
istio/proxy_init:1.3.7,1801,465,1200,135,0,1,0,46172594,4,sponsored,monitoring-and-observability/networking/security,70877710
linuxkit/kernel:6.6.13-dbg,1,0,1,0,0,0,0,120664251,24,sponsored,internet-of-things/operating-systems/security,253528769
linuxserver/unifi-controller:8.0.24-ls221,245,41,130,62,6,6,0,338735956,790,sponsored,,351230607
istio/proxyv2:1.22.0,37,23,11,1,1,0,1,11392921893,16,sponsored,monitoring-and-observability/networking/security,245
jupyter/pyspark-notebook:x86_64-notebook-7.0.6,873,176,535,80,4,65,13,69839145,300,sponsored,data-science/languages-and-frameworks,1808733704
envoyproxy/envoy-alpine:v1.20-latest,67,7,15,6,9,28,2,204934493,61,sponsored,,29662322
istio/install-cni:1.22.1,38,23,12,1,1,0,1,168664493,0,sponsored,integration-and-delivery/networking/security,249
netboxcommunity/netbox:feature,21,12,6,2,0,1,0,37320381,174,sponsored,databases-and-storage/monitoring-and-observability/networking,228112684
linuxserver/lazylibrarian:arm64v8-d8b2234c-ls59,49,26,19,3,0,1,0,237657888,215,sponsored,content-management-system/integration-and-delivery,136301894
linuxserver/headphones:arm64v8-a78f38c1-ls156,84,7,23,13,2,35,4,88886603,221,sponsored,,66883126
linuxserver/syncthing:1.27.8,1,0,1,0,0,0,0,203395954,556,sponsored,networking/security,22707921
sqlpad/sqlpad:7.4,64,33,6,4,1,0,20,104482029,47,sponsored,data-science/databases-and-storage,117593565
jenkins/ssh-agent:latest-jdk11,117,68,6,10,6,0,27,57752344,53,sponsored,integration-and-delivery/security,167247310
envoyproxy/envoy:tools-dev,23,18,5,0,0,0,0,5421968091,170,sponsored,,112548605
envoyproxy/envoy:distroless-dev,7,7,0,0,0,0,0,5421968091,170,sponsored,,32657035
localstack/localstack:s3-latest-amd64,71,42,0,2,1,1,25,240014774,289,sponsored,api-management/databases-and-storage/integration-and-delivery,112167731
linuxserver/medusa:1.0.21,61,7,22,16,0,15,1,73868879,108,sponsored,content-management-system,114231298
linuxserver/plex:amd64-1.40.2,28,18,6,0,0,4,0,857164503,1932,sponsored,content-management-system/networking/security,182059127
pihole/pihole:dev,343,245,6,4,4,0,84,852422372,2621,sponsored,monitoring-and-observability/networking/security,115587264
istio/galley:1.5.10-distroless,146,4,42,77,7,8,8,55188205,3,sponsored,integration-and-delivery/networking,33450970
paketobuildpacks/build:full,581,192,320,50,12,1,6,69622980,35,sponsored,languages-and-frameworks/integration-and-delivery/security,400548581
istio/operator:1.20.7,47,22,21,3,1,0,0,6071557055,6,sponsored,monitoring-and-observability/networking/security,246
netboxcommunity/netbox:latest-2.9.1,22,12,6,2,0,2,0,37320381,174,sponsored,databases-and-storage/monitoring-and-observability/networking,227844749
linuxserver/swag:version-2.11.0,34,7,13,5,0,9,0,86870092,378,sponsored,api-management/security/web-servers,126514422
istio/galley:1.5.9-distroless,146,4,42,77,7,8,8,55188205,3,sponsored,integration-and-delivery/networking,33450989
certbot/certbot:amd64-latest,20,5,9,2,0,4,0,301204194,618,sponsored,security/web-servers,43019687
jupyterhub/k8s-hub:4.0.0-0.dev.git.6598.h2e567104,298,198,10,7,5,2,76,117097366,24,sponsored,,160336014
linuxserver/wireguard:legacy,149,68,56,15,0,1,9,56845753,776,sponsored,internet-of-things/networking/security,255629184
testcontainers/ryuk:sha-36c16815f2eea54d3336eff6accad9afdb9d86f7,9,3,4,0,0,1,1,274883239,13,sponsored,languages-and-frameworks,158187578
jupyterhub/k8s-singleuser-sample:4.0.0-0.dev.git.6617.he194d059,135,67,9,8,3,2,46,65147983,10,sponsored,,176106063
jupyterhub/k8s-network-tools:3.3.6,7,1,4,0,0,1,1,103106882,2,sponsored,,3877294
linuxserver/ubooquity:2.1.2,239,9,53,102,32,8,35,134952886,233,sponsored,content-management-system/security/web-servers,96640264
linuxserver/calibre-web:nightly-version-d3118c0a,160,52,60,41,5,0,2,193592933,878,sponsored,content-management-system/integration-and-delivery,260977489
linuxserver/duplicati:development-version-v2.0.9.100_canary_2024-05-30,32,19,8,5,0,0,0,176622762,395,sponsored,databases-and-storage/security,137987701
coredns/coredns:1.10.1,56,4,20,17,5,2,8,283244923,152,sponsored,monitoring-and-observability/networking/security,16186974
kindest/node:v1.26.15,118,50,17,14,1,4,32,94116338,105,sponsored,integration-and-delivery/networking/operating-systems,396412897
istio/sidecar_injector:1.5.9-distroless,146,4,42,77,7,8,8,54932382,2,sponsored,monitoring-and-observability/networking/security,27934819
linuxserver/jellyfin:amd64-10.9.6,44,32,9,2,0,1,0,139774537,700,sponsored,content-management-system/web-servers,305354684
linuxserver/freshrss:arm64v8-1.24.1,17,3,10,1,0,3,0,46883149,193,sponsored,content-management-system/integration-and-delivery/web-analytics,35964170
sitespeedio/sitespeed.io:34.0.3-slim,171,74,21,20,3,2,51,47484508,116,sponsored,integration-and-delivery/monitoring-and-observability/web-analytics,327616003
linuxserver/jackett:0.22.71,4,0,3,0,0,0,1,1540647127,1137,sponsored,api-management/integration-and-delivery,77116796
linuxserver/nzbhydra2:dev-version-v7.1.0,39,21,18,0,0,0,0,165170816,104,sponsored,integration-and-delivery/monitoring-and-observability,256695303
linuxserver/nginx:version-1.26.1-r0,15,0,10,4,0,0,1,69942647,216,sponsored,api-management/security/web-servers,50753690
jupyter/all-spark-notebook:x86_64-notebook-7.0.6,452,119,193,48,3,89,0,74501327,435,sponsored,data-science/languages-and-frameworks/machine-learning-and-ai,2150179520
istio/proxy_init:1.3.6,1801,465,1200,135,0,1,0,46172594,4,sponsored,monitoring-and-observability/networking/security,70877708
envoyproxy/envoy:google-vrp-dev,116,39,77,0,0,0,0,5421968091,170,sponsored,,151587348
linuxserver/smokeping:2.8.2,51,5,18,12,0,16,0,84202710,244,sponsored,monitoring-and-observability/networking,120573216
linuxserver/beets:nightly-1b594790-ls35,105,4,57,22,6,16,0,49816206,155,sponsored,content-management-system/databases-and-storage,116053086
pihole/pihole:2024.03.2,189,113,6,5,5,0,60,852422372,2621,sponsored,monitoring-and-observability/networking/security,116106966
fluent/fluentd-kubernetes-daemonset:v1.16-debian-kafka-2,73,37,2,2,1,2,29,936815520,66,sponsored,,149559301
nodered/node-red:latest-18,5,1,3,0,0,1,0,273859560,684,sponsored,api-management/integration-and-delivery/internet-of-things,182586405
fluent/fluent-bit:3.0.6,42,20,0,0,1,0,21,14427050361,108,sponsored,integration-and-delivery/internet-of-things/monitoring-and-observability,325
homeassistant/home-assistant:2024.6.4,132,12,32,54,9,13,12,673848814,2809,sponsored,integration-and-delivery/internet-of-things/security,1560
istio/install-cni:1.21.3,41,23,15,1,1,0,1,168664493,0,sponsored,integration-and-delivery/networking/security,249
selenium/node-chrome:125.0,93,50,43,0,0,0,0,249130138,262,sponsored,languages-and-frameworks/integration-and-delivery,506126316
istio/proxy_debug:1.3.6,1874,465,1200,135,0,74,0,41655013,5,sponsored,integration-and-delivery/monitoring-and-observability/networking,263989589
nodered/node-red-docker:slim-v8,250,21,70,93,11,44,11,94166845,363,sponsored,,43420418
linuxserver/duckdns:arm64v8-72e081dd-ls20,16,3,8,1,0,3,1,208051434,393,sponsored,internet-of-things/networking,15347661
istio/pilot:1.22.1,38,23,12,1,1,0,1,11452805606,15,sponsored,monitoring-and-observability/networking/security,243
linuxserver/unifi-controller:arm64v8-8.0.24,244,39,130,62,6,7,0,338735956,790,sponsored,,348377907
envoyproxy/envoy:google-vrp-dev-139fc0fb504850e6d16d7d5e5838956f76a1b27b,117,40,77,0,0,0,0,5421968091,170,sponsored,,151587348
selenium/node-chrome-debug:3.141,567,161,378,19,0,2,7,50148895,73,sponsored,,435748644
linuxserver/resilio-sync:2.8.1.1390-1-ls180,27,18,9,0,0,0,0,63785602,229,sponsored,data-science/networking/security,82819359
jellyfin/jellyfin:10.9.6-armhf.20240606-184155,83,48,16,7,1,1,10,243549427,1189,sponsored,content-management-system/web-servers,180730537
homeassistant/amd64-hassio-supervisor:2023.06.dev2301,302,27,105,93,13,50,14,46215560,153,sponsored,,114621631
linuxserver/ubooquity:2.1.2-ls27,242,9,55,102,32,8,36,134952886,233,sponsored,content-management-system/security/web-servers,96640264
itzg/minecraft-server:java11,333,120,127,10,1,72,3,390428322,1901,sponsored,integration-and-delivery,361306249
selenium/standalone-chrome-debug:3.141.59,567,161,378,19,0,2,7,108388061,103,sponsored,,435749493
vaultwarden/server:testing,842,104,657,50,1,7,23,147245848,1113,sponsored,security/web-servers,67834289
kindest/node:v1.25.16,135,51,20,18,1,7,38,94116338,105,sponsored,integration-and-delivery/networking/operating-systems,431245992
apache/couchdb:3.3,106,57,4,2,2,0,41,64452832,24,sponsored,data-science/databases-and-storage,89638155
kindest/kindnetd:v20230510-486859a6,72,19,19,11,4,1,18,35765593,3,sponsored,integration-and-delivery/networking/security,27728029
linuxserver/ombi:amd64-4.43.5,23,18,5,0,0,0,0,966346568,460,sponsored,content-management-system/integration-and-delivery/web-servers,146440603
tautulli/tautulli:nightly,99,51,6,11,5,1,25,195640892,308,sponsored,monitoring-and-observability/web-analytics,77877215
linuxserver/deluge:amd64-2.1.1,17,1,10,3,0,3,0,326886480,583,sponsored,,52617980
falcosecurity/falco:master,886,138,660,51,1,7,29,46824437,16,sponsored,,352420589
itzg/minecraft-server:java21-graalvm,485,6,40,51,6,374,8,390428322,1901,sponsored,integration-and-delivery,1142892881
containrrr/watchtower:arm64v8-latest,43,3,12,16,5,1,6,8127329988,1062,sponsored,integration-and-delivery/monitoring-and-observability,5212979
apache/airflow:2.9.2rc1-python3.9,117,55,13,11,1,1,36,1286219445,521,sponsored,data-science/integration-and-delivery/machine-learning-and-ai,399443624
istio/proxy_debug:1.0.6,1999,519,1257,140,0,83,0,41655013,5,sponsored,integration-and-delivery/monitoring-and-observability/networking,369467065
linuxserver/hydra2:dev,672,124,340,134,28,6,40,358868754,109,sponsored,,189418580
linuxserver/hydra:0.2.233-ls32,377,18,165,144,34,15,1,104862964,107,sponsored,,61698361
linuxserver/airsonic:arm32v7-10.6.2,733,193,422,83,20,12,3,68744500,109,sponsored,,257783393
istio/proxyv2:1.20.7,40,22,16,1,1,0,0,11392921893,16,sponsored,monitoring-and-observability/networking/security,245
moby/buildkit:nightly-rootless,29,4,17,7,0,0,1,423269407,57,sponsored,,98864766
selenium/standalone-firefox:beta,181,85,89,7,0,0,0,64472765,189,sponsored,languages-and-frameworks/integration-and-delivery,534426950
redash/redash:10.1.0.b50633,2025,322,1146,399,40,37,81,61364081,252,sponsored,data-science/web-analytics,447514487
istio/galley:1.5.9,1409,308,896,189,7,2,7,55188205,3,sponsored,integration-and-delivery/networking,84877992
linuxserver/deluge:2.1.1-r10-ls272,19,2,11,3,0,3,0,326886480,583,sponsored,,52617980
authelia/authelia:feat-ldap-pool,8,3,3,0,0,0,2,53194681,181,sponsored,integration-and-delivery/security,20652127
jellyfin/jellyfin:10,85,49,3,3,1,1,28,243549427,1189,sponsored,content-management-system/web-servers,394968288
istio/pilot:1.21.3-distroless,10,3,5,1,0,0,1,11452805606,15,sponsored,monitoring-and-observability/networking/security,25952652
jupyter/tensorflow-notebook:x86_64-ubuntu-22.04,718,169,491,48,2,8,0,74169327,365,sponsored,data-science/languages-and-frameworks/machine-learning-and-ai,1867308290
linuxserver/swag:arm64v8-2.11.0,34,7,13,5,0,9,0,86870092,378,sponsored,api-management/security/web-servers,126982169
jupyter/pyspark-notebook:x86_64-python-3.11,873,176,535,80,4,65,13,69839145,300,sponsored,data-science/languages-and-frameworks,1808733704
coredns/coredns:1.10.0,69,4,22,29,5,1,8,283244923,152,sponsored,monitoring-and-observability/networking/security,15268387
photoprism/photoprism:240531-ce,661,121,446,10,1,82,1,44324507,371,sponsored,content-management-system/machine-learning-and-ai/web-servers,660489887
linuxserver/nextcloud:version-29.0.2,133,3,66,34,11,18,1,317959825,734,sponsored,,336592291
jupyterhub/k8s-network-tools:3.3.4,7,1,4,0,0,1,1,103106882,2,sponsored,,3877305
jupyterhub/configurable-http-proxy:4.6.1,37,4,17,6,0,7,3,47663828,7,sponsored,data-science/integration-and-delivery/networking,57502548
jenkins/jenkins:latest-jdk17,97,61,1,1,4,0,30,4638550514,3920,sponsored,integration-and-delivery/monitoring-and-observability/security,282287439
openebs/zfs-driver:Abhinandan-Purkait-patch-1-ci,98,39,42,8,3,0,6,65502345,3,sponsored,,92634341
shadowsocks/shadowsocks-libev:edge,51,1,10,4,0,32,4,43317728,484,sponsored,,7420407
linuxserver/tvheadend:arm64v8-version-73a6bd00,39,4,12,4,2,17,0,82769936,276,sponsored,,266196265
linuxserver/jackett:amd64-0.22.71,4,0,3,0,0,0,1,1540647127,1137,sponsored,api-management/integration-and-delivery,77116796
linuxserver/code-server:4.89.1,105,28,16,41,6,13,1,63409434,639,sponsored,languages-and-frameworks/integration-and-delivery/security,186510105
linuxserver/mylar:arm64v8-version-94dcfd13,411,18,179,161,37,15,1,89852071,120,sponsored,,95784982
jupyterhub/configurable-http-proxy:4.6,13,3,5,0,0,5,0,47663828,7,sponsored,data-science/integration-and-delivery/networking,57502548
linuxserver/qbittorrent:amd64-4.6.5,7,1,5,0,0,1,0,305263490,1372,sponsored,networking/security,50391289
linuxserver/beets:nightly,103,4,55,22,6,16,0,49816206,155,sponsored,content-management-system/databases-and-storage,116053086
joxit/docker-registry-ui:2.5.7-debian,118,57,1,5,1,0,54,50643701,140,sponsored,integration-and-delivery/monitoring-and-observability/security,70510793
linuxserver/deluge:2.1.1,17,1,10,3,0,3,0,326886480,583,sponsored,,52617980
jenkins/inbound-agent:latest-bookworm-jdk17,117,66,7,10,7,0,27,340147057,132,sponsored,,2416834546
istio/mixer:1.7.6,151,6,43,75,9,10,8,278019880,6,sponsored,integration-and-delivery/monitoring-and-observability/security,47967722
linuxserver/calibre:v4,242,93,106,19,4,16,4,47854750,303,sponsored,content-management-system/databases-and-storage,1029201333
istio/galley:1.5.10,1409,308,896,189,7,2,7,55188205,3,sponsored,integration-and-delivery/networking,84878001
kindest/node:v1.29.4,112,49,17,11,1,2,32,94116338,105,sponsored,integration-and-delivery/networking/operating-systems,412465396
containrrr/watchtower:armhf-latest,43,3,12,16,5,1,6,8127329988,1062,sponsored,integration-and-delivery/monitoring-and-observability,5363875
linuxserver/nginx:1.26.1-r0-ls277,19,0,12,5,1,0,1,69942647,216,sponsored,api-management/security/web-servers,50753690
homeassistant/amd64-hassio-supervisor:2023.06.3,302,27,105,93,13,50,14,46215560,153,sponsored,,114612705
openpolicyagent/opa:0.66.0-dev-static-debug,2,0,0,2,0,0,0,579169624,42,sponsored,integration-and-delivery/monitoring-and-observability/security,23967258
linuxserver/hydra:arm64v8-version-0.2.233,377,18,165,144,34,15,1,104862964,107,sponsored,,63330647
testcontainers/ryuk:sha-4daccc92df0900d7d0b03089d18b2e6f2fdd6bb7-linux,7,1,4,0,0,1,1,274883239,13,sponsored,languages-and-frameworks,158187574
homeassistant/home-assistant:beta,131,12,31,52,8,16,12,673848814,2809,sponsored,integration-and-delivery/internet-of-things/security,504366234
linuxserver/transmission:arm64v8-4.0.5,7,1,5,0,0,1,0,522152128,1326,sponsored,integration-and-delivery/networking/security,33765737
crossplane/crossplane:v1.17.0-rc.0.199.g334e2be3,3,2,1,0,0,0,0,46363672,5,sponsored,api-management/integration-and-delivery/networking,34278205
istio/sidecar_injector:1.5.10,1409,308,896,189,7,2,7,54932382,2,sponsored,monitoring-and-observability/networking/security,79361815
tensorflow/serving:nightly-gpu,195,83,98,13,0,1,0,76028363,138,sponsored,api-management/integration-and-delivery/machine-learning-and-ai,3740047507
crossplane/crossplane:master,3,2,1,0,0,0,0,46363672,5,sponsored,api-management/integration-and-delivery/networking,34278193
nodered/node-red-docker:slim,250,21,70,93,11,44,11,94166845,363,sponsored,,43420418
thanosio/thanos:main-2024-06-06-c08dc14,8,1,7,0,0,0,0,70362762,23,sponsored,databases-and-storage/integration-and-delivery/monitoring-and-observability,89966510
openpolicyagent/opa:edge-static-debug,2,0,0,2,0,0,0,579169624,42,sponsored,integration-and-delivery/monitoring-and-observability/security,23967258
istio/proxy_init:1.3.8,1801,465,1200,135,0,1,0,46172594,4,sponsored,monitoring-and-observability/networking/security,70877714
postgis/postgis:14-3.4-alpine,28,0,13,2,0,13,0,189132103,228,sponsored,,157578310
requarks/wiki:canary-2.5.0-dev.359,158,9,56,27,10,54,2,105395239,336,sponsored,content-management-system/integration-and-delivery/web-servers,138798741
linuxserver/mariadb:10.11.8-r0-ls144,5,1,3,0,0,0,1,404654251,391,sponsored,databases-and-storage/integration-and-delivery/security,101779546
envoyproxy/envoy-alpine:v1.20.7,67,7,15,6,9,28,2,204934493,61,sponsored,,29662322
linuxserver/hydra2:amd64-dev,672,124,340,134,28,6,40,358868754,109,sponsored,,189418580
linuxserver/bazarr:amd64-1.4.3,41,6,16,3,0,16,0,457713170,430,sponsored,languages-and-frameworks/web-servers,143723945
linuxserver/smokeping:2.8.2-r3-ls95,51,5,18,12,0,16,0,84202710,244,sponsored,monitoring-and-observability/networking,120573216
linuxserver/heimdall:development-version-f405cf2d,17,3,10,1,0,3,0,574910667,1092,sponsored,content-management-system/monitoring-and-observability/security,46265944
jupyter/scipy-notebook:x86_64-latest,713,169,488,46,3,7,0,90836631,449,sponsored,data-science/machine-learning-and-ai,1316292371
openpolicyagent/gatekeeper:v3.16.2,5,3,2,0,0,0,0,3037069850,3,sponsored,,41523423
cloudnativelabs/kube-router:v2.1.1,32,8,11,3,0,3,7,150802753,12,sponsored,networking/security,102676397
paketobuildpacks/run:full-cnb,496,173,305,12,5,1,0,42589227,1,sponsored,languages-and-frameworks/integration-and-delivery/security,268764098
linuxserver/bookstack:v24.05.1-ls149,15,0,9,4,1,0,1,70521854,320,sponsored,content-management-system,105189599
fluent/fluentd:edge-debian-armhf,54,33,12,2,1,2,4,138951893,362,sponsored,,82539581
fluxcd/flux:1.25.2,332,18,88,127,27,60,12,1862750615,7,sponsored,integration-and-delivery/monitoring-and-observability/security,96782438
itzg/minecraft-bedrock-server:2023.7.1,196,44,36,56,8,4,48,35364780,464,sponsored,integration-and-delivery/operating-systems,72137569
linuxserver/ddclient:version-v3.11.2,13,3,6,1,0,3,0,80100071,171,sponsored,integration-and-delivery/internet-of-things/networking,25233797
linuxserver/duckdns:72e081dd-ls20,16,3,8,1,0,3,1,208051434,393,sponsored,internet-of-things/networking,14520253
linuxserver/jackett:v0.22.71-ls425,4,0,3,0,0,0,1,1540647127,1137,sponsored,api-management/integration-and-delivery,77116796
jupyter/tensorflow-notebook:x86_64-tensorflow-2.14.0,723,169,496,48,2,8,0,74169327,365,sponsored,data-science/languages-and-frameworks/machine-learning-and-ai,1867308290
linuxserver/mylar:version-94dcfd13,411,18,179,161,37,15,1,89852071,120,sponsored,,94064981
jupyterhub/k8s-hub:4.0.0-0.dev.git.6588.hd5ba9a9f,306,198,12,7,5,2,82,117097366,24,sponsored,,154662334
linuxserver/lidarr:nightly,11,0,4,7,0,0,0,554690558,446,sponsored,content-management-system/integration-and-delivery,111618397
linuxserver/booksonic:version-1.2,654,198,397,30,11,7,11,50508797,81,sponsored,,242896349
linuxserver/rutorrent:version-v3.10,277,12,100,117,43,4,1,153555666,179,sponsored,,76910433
eclipse/che-dev:7.3.3,3587,1247,1563,344,49,95,289,92432179,7,sponsored,,600649362
linuxserver/nzbhydra2:7.1.0,39,21,18,0,0,0,0,165170816,104,sponsored,integration-and-delivery/monitoring-and-observability,256695260
jupyterhub/k8s-network-tools:3.3.3,7,1,4,0,0,1,1,103106882,2,sponsored,,3877306
verdaccio/verdaccio:5.x-next,3,0,2,0,0,0,1,209633280,193,sponsored,,57631954
fluxcd/helm-operator:1.4.4,292,15,100,87,15,62,13,1024426501,6,sponsored,integration-and-delivery/monitoring-and-observability,80976499
istio/sidecar_injector:1.5.8,1418,311,902,189,7,2,7,54932382,2,sponsored,monitoring-and-observability/networking/security,86414572
envoyproxy/envoy-alpine:v1.21.5,67,7,15,6,9,28,2,204934493,61,sponsored,,29208638
jellyfin/jellyfin:10.9.6.20240606-184155,85,49,3,3,1,1,28,243549427,1189,sponsored,content-management-system/web-servers,394968288
linuxserver/openvpn-as:2.8.8-cbf850a0-Ubuntu18-ls122,859,150,673,36,0,0,0,56471725,492,sponsored,,115258293
